Name of Position;Description;Label;Link to Job
Intern in Engineering team (3C's Gameplay);"To create revolutionary, story-driven RPGs which go straight to the hearts of gamers — this is our mission. Want to dive deeper into our company’s culture? Explore our social media and check out ourYouTube channelwhere we share behind-the-scenes insights and stories direct from our team members!

Job Description

Ever spent hours tracking drowners near Nilfgaard or uncovering every hidden secret in Night City? Or maybe you're just looking for a place to learn, grow, and gain hands-on experience in a unique gaming industry?

If so, our RED Summer Internship is the perfect opportunity! You'll work alongside experienced professionals, tackle real tasks, and see how things run behind the scenes at our studio. Apply now and take your first step into the world of gamedev.

Please note that your CV must be in English.

Daily Responsibilities

Developing player movement, animation, and camera related gameplay mechanics, as well as their underlying systems, as a part of the 3C’s team (Character, Camera, Controller). 
Collaborating with other engineers, designers, animators, and other developers contributing to team work on a daily basis. 
Writing readable, high quality, efficient C++ code and Blueprint logic. 

Qualifications

Please apply only if you meet all of the following criteria:

You are at least 18 years old. 
You are a fresh high school graduate or a university student. 
You are going to reside in Poland throughout the whole internship. 
You are available from the beginning of July until the end of September (40h/week). 
You have a good command of English. 

For this role, you should also have:

Strong knowledge of C++. 
3D math & algorithmic skills. 
Good knowledge of Unreal Engine 5. 

Nice to have

Knowledge or experience in developing 3C’s mechanics. 
Affinity for playing and developing real-time gameplay mechanics. 

Please attach code samples if you have any: finished school or personal projects, participation in open-source projects or link to your github profile.

Additional Information

Working mode: Office-First: working from the Warsaw office in a full office mode. 
Please note that CD PROJEKT RED cannot facilitate in residence/study permits and/or relocation support/housing. 
The internship is fully paid under a contract of mandate, running from July to the end of September. 

Perks & Benefits

Flexible working hours — start your workday anytime between 8:00 and 10:00 AM. 
A welcome pack filled with goodies — to help you feel right at home once you join the team. 
Dog-friendly office — dog owner? Bring your pooch with you and look after them while working! There’s always a furry friend or two to meet at the studio. 
Social events — we host regular gatherings at the studio where we can all unwind, play games, and just have some fun together. 
Healthy selections — organic fruit, snacks, muesli, organic honey, vegan milk, and specialty coffee are all at your disposal around the studio. Enjoy!
Truly international working environment — a chance to meet and work with a diverse selection of people from all around the world. 
Sustainable campus with an eco ethos — solar panels provide green energy, 2000 plants and an air-filtering system to help provide clean air, electric car charging points, flower meadows, and more green features in the works. 
An onsite, well-equipped gym with a climbing wall, daily Gym Assistant support and yoga and healthy spine classes. 
Car and bike parking spaces. 
A designated space for your bicycle, as well as bicycle repair equipment and showers available whenever you need them. 
No dress-code — we like to keep it casual. ";GameDev, Intern;google.com
UX Software Engineer Intern;"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

About Us

Kyriba is a global leader in liquidity performance that empowers CFOs, Treasurers and IT leaders to connect, protect, forecast and optimize their liquidity. As a secure and scalable SaaS solution, Kyriba brings intelligence and financial automation that enables companies and banks of all sizes to improve their financial performance and increase operational efficiency. Kyriba’s real-time data and AI-empowered tools empower its 3,000 customers worldwide to quantify exposures, project cash and liquidity, and take action to protect balance sheets, income statements and cash flows. Kyriba manages more than 3.5 billion bank transactions and $15 trillion in payments annually and gives customers complete visibility and actionability, so they can optimize and fully harness liquidity across the enterprise and outperform their business strategy. For more information, visit www.kyriba.com.

About The Role

As a UX Designer Intern, you will work within our Product and Development teams to bridge user experience design and implementation. You will focus on creating intuitive and engaging user interfaces, exploring generative design techniques, and optimizing user interactions to enhance usability and user satisfaction.

Key Responsibilities And Duties

Interface Design with Figma and React

Collaborate with developers and product teams to translate high-fidelity prototypes into accessible (a11y) and visually appealing designs.
Ensure seamless interaction between design intent and implementation.

Interactive Dashboard Development

Design user-friendly dashboards to help users intuitively interact with and visualize financial data.
Focus on clarity, hierarchy, and data representation to improve decision-making for end users.

Generative UI/AI Exploration

Integrate AI-driven design methods to create adaptive user interfaces that evolve based on user behavior and feedback.
Experiment with generative design to push the boundaries of usability and customization.

User Flow and Navigation Optimization

Map user flows to identify pain points and opportunities for improvement in navigation and menu structures.
Leverage user data and analytics to design simplified and intuitive journeys.

Cross-Functional Collaboration

Partner with software engineers and product managers to ensure design concepts are implemented with precision and performance in mind.
Collaborate on iterative improvements to deliver user-centric solutions.

Expectations

Education: Final-year student in User Experience Design, Human-Computer Interaction, Graphic Design, or related field.
Technical Skills: 
Proficiency in Figma and design systems.
Familiarity with front-end concepts (React, JavaScript/TypeScript) to enhance collaboration with engineers.
Interest in AI-driven tools and generative design principles.

Personal Qualities

Detail-oriented, creative thinker with strong analytical and problem-solving skills.
Collaborative and communicative team player with a passion for user-centric design.

Why Join Kyriba?

At Kyriba, you’ll contribute to meaningful projects in FinTech, working with a diverse and skilled team to shape the future of financial technology through innovative UX design. Gain hands-on experience in designing cutting-edge solutions that integrate AI, data-driven dashboards, and generative design techniques. Join us and redefine user experience in finance!";Software Developer, Intern;google.com
QA Automation Engineer-Intern;"??? ?? ????????
It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

About Us

Kyriba is a global leader in liquidity performance that empowers CFOs, Treasurers and IT leaders to connect, protect, forecast and optimize their liquidity. As a secure and scalable SaaS solution, Kyriba brings intelligence and financial automation that enables companies and banks of all sizes to improve their financial performance and increase operational efficiency. Kyriba’s real-time data and AI-empowered tools empower its 3,000 customers worldwide to quantify exposures, project cash and liquidity, and take action to protect balance sheets, income statements and cash flows. Kyriba manages more than 3.5 billion bank transactions and $15 trillion in payments annually and gives customers complete visibility and actionability, so they can optimize and fully harness liquidity across the enterprise and outperform their business strategy. For more information, visit www.kyriba.com.

We are looking for an enthusiastic QA Automation Engineer Intern to join our Payment Routing team, which is part of our Engineering Department.

The main goal of this internship is to improve test CI infrastructure

In Kyriba we use several different test frameworks for automated deployment testing. In QA part of internship participation in test result analysis, errors root cause investigation and communication with responsible dev teams will be needed.

Keywords : REST API, CI, Jenkins, groovy, bash, XML, JSON, Playwright, Newman, Automation, QA.

Prerequisite: End-of-studies internship

Student currently enrolled in a master’s program of an Engineering School or University (Computer Science/Network Engineering, Engineering, or Mathematics)

Responsibilities

Study existing Test CI, Jenkins pipelines
Write API tests 
Jenkins file refactoring and improvement
Test logs and error stacktrace analyzing
Test scripts and scenarios review

Requirements

Solid understanding of REST API and Jenkins
Understanding principles of QualityAssurance
Analytical skills
Ability to work in team
Result-oriented approach to work

Benefits

Practical experience within an international SaaS provider leveraging public cloud solutions
Collaborating hand-in-hand with skilled teams of software engineers
Shadowing, mentoring, and training opportunities with seasoned professionals
Opportunity to participate in networking events and company meetings
Hybrid schedule for students";Software Developer, Intern;google.com
Cloud and DevOps Trainee;"??? ?? ????????
Take your career to new heights with our Cloud and DevOps Fundamentals training program!

Dive into expert-crafted content and interactive Q&A sessions with seasoned professionals, where you’ll gain both theoretical insights and hands-on experience. Over the course of 3 months, you’ll master essential Linux concepts, get comfortable with Bash and Python syntax, and unlock the full potential of the Docker platform.

After completing the program, top-performing participants may be invited to continue their learning journey, based on demonstrated skills, performance, and available opportunities at EPAM.

Seize this chance to elevate your career and grow with us!

Requirements:


 English level from B2 (Upper-Intermediate) or higher
 Basic knowledge of system administration (Windows and Linux)
 Understanding of network technologies and TCP/IP protocols
 Experience with version control with Git
 Familiarity with algorithms and programming basics
 Basic knowledge of virtualization and containerization technologies


Nice to have:


 Hands-on experience in monitoring and troubleshooting


We offer:


 Self-paced mode.?Access all study materials 24/7, allowing you to learn at your own convenience and pace.
 Diverse content.?Engage with a rich variety of lectures, text resources, quizzes and practical tasks.
 Beginner-friendly approach.?Navigate the program effortlessly with built-in instructions and accessible delivery designed for newcomers.
 Skilled assistance. Benefit from planned Q&A sessions that provide expert support to enhance your development.


We offer


Industry-based education.?As a leading software engineering company, we will help you explore emerging technologies and best practices that the market demands
Top-notch learning materials. Our Automated Testing specialists with extensive project experience have designed and tested the educational content in numerous training runs
Practice-oriented approach. This comprehensive program focuses on providing you with hands-on experience and practical application of the concepts learned
Foundation for Specialization. Our program provides the key skills you need to build a strong base for further specialization, helping you prepare for more advanced challenges in your career
Career Opportunities. Successfully completing the program opens the door to further training and potential job opportunities at EPAM as you continue to grow your expertise


EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.";Software Developer, Intern;google.com
Junior QA Automation Engineer;"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

About Us

Kyriba is a global leader in liquidity performance that empowers CFOs, Treasurers and IT leaders to connect, protect, forecast and optimize their liquidity. As a secure and scalable SaaS solution, Kyriba brings intelligence and financial automation that enables companies and banks of all sizes to improve their financial performance and increase operational efficiency. Kyriba’s real-time data and AI-empowered tools empower its 3,000 customers worldwide to quantify exposures, project cash and liquidity, and take action to protect balance sheets, income statements and cash flows. Kyriba manages more than 3.5 billion bank transactions and $15 trillion in payments annually and gives customers complete visibility and actionability, so they can optimize and fully harness liquidity across the enterprise and outperform their business strategy. For more information, visit www.kyriba.com.

Kyriba is looking for a Junior QA Automation who wants to join our unique project with a highly professional team and be involved in tremendous innovation activities and for whom Quality is not just a word. We appreciate new ideas, like challenges, fully dedicated to quality and addicted to success!

Team Structure

The development team is located in Paris and Warsaw. The project is stable, has well-defined processes and challenging tasks.

The team is focused on delivering valuable solutions to clients and continuous improvements.

We are focused on evolution, not revolution supporting a culture of open feedback.

The development processes are Agile based.

Key Responsibilities And Duties

Perform manual functional, regression and exploratory tests;
Create and maintain automated functional and acceptance tests as a part of in-sprint activities;
Reproduce defects, write non-regression tests to prevent recurrence of identified issues;
Collaborate with the team to review requirements, specifications and user stories, ensuring clear and testable acceptance criteria; 
Will to grow as a modern QA Engineer focusing on quality and automation from design to deployment into production

Qualifications

Strong interest in Quality Assurance and software testing;
Solid understanding of software testing practices, including test planning, test design, and defect management;
Understanding of Agile methodologies and the Software Development Life Cycle;
Strong analytical and problem solving skills;
Effective verbal and written communication skills, with English proficiency at B2 level or higher;
Basic Linux understanding; 
Nice to have, Knowledge of:
Javascript, Playwright, 
Postman/Newman, 
Defect Management tools (e.g.: JIRA),
Engineering background or prior experience in software development/testing.
Our Benefits Are

Flexible working hours;
Regular salary review;
Regular salary/bonuses payment, market exchange rate;
Medical insurance;
Compensation of sport activities;
Assistance with professional and personal growth;
Friendly team; 
An environment that supports open feedback;";Software Developer, Intern;google.com
"Internship / Praktyki – Zarz?dzanie Ryzykiem dla Instytucji Sektora Finansowego | FIRR 
";"Kogo szukamy

Od kandydatów/-ek oczekujemy:

umiej?tno?ci analitycznego my?lenia i ustrukturyzowanego podej?cia do rozwi?zywania problemów;. 
uko?czonych lub bliskich uko?czenia studiów (min. 1 lub 2 rok studiów II stopnia) na kierunkach takich jak: matematyka, finanse i rachunkowo??, ekonomia, prawo, informatyka i ekonometria, metody ilo?ciowe; 
praktycznej znajomo?ci j?zyka angielskiego w mowie i w pi?mie; 
znajomo?ci j?zyka niemieckiego na poziomie min. B2; 
znajomo?? j?zyka francuskiego b?dzie dodatkowym atutem; 
?redniozaawansowanej znajomo?ci jednego z narz?dzi technicznych: SQL, R, SAS, Python; 
wysokich zdolno?ci komunikacyjnych oraz umiej?tno?ci pracy w zespole; 
samodzielno?ci i umiej?tno?ci efektywnej organizacji w?asnej pracy; 
dyspozycyjno?ci (min. 35 godzin w tygodniu). 

Twoja przysz?a rola

Szukamy osób, które chcia?yby do??czy? do naszego zespo?u ekspertów/ -ek i uczestniczy? w realizowanych przez nas pracach jako pe?noprawni cz?onkowie zespo?ów projektowych.

U nas mo?esz si? skupi? i/lub na pracy:

w charakterze mocno ilo?ciowym - praca z danymi, przeprowadzanie kalkulacji i analiz z wykorzystaniem narz?dzi informatycznych oraz znajomo?ci ró?norodnych metod obliczeniowych 
w charakterze bardziej jako?ciowym - praca skoncentrowana na aspektach dotycz?cych analizy procesów, dokumentacji, zgodno?ci z wymogami regulacyjnymi. 

Przy czym realizujemy bardzo ró?norodne projekty dla klientów z sektora finansowego w Polsce i za granic?. Wspó?pracujemy równie? z kolegami i kole?ankami z zagranicznych praktyk Deloitte. Praktyki daj? mo?liwo?? szybkiego wdro?enia si? w ró?ne aspekty ryzyka finansowego, a zadania s? zró?nicowane i niemonotonne.

To oferujemy

Mo?liwo?? szybkiego zdobycia praktycznej wiedzy i umiej?tno?ci
Mo?liwo?? wspó?pracy z ekspertami/ ekspertkami i nawi?zania warto?ciowych relacji zawodowych
Mi?? atmosfer? pracy oraz mo?liwo?? udzia?u w imprezach firmowych
Klarown? ?cie?k? kariery i mo?liwo?? otrzymania oferty pracy sta?ej
Elastyczne godziny pracy

?cie?ka rekrutacji

I etap - uwa?nie przeczytamy Twoje CV

II etap - poprosimy Ci? o wype?nienie online testów analitycznych oraz test z j. angielskiego

III etap - rozmowa z przedstawicielem HR (online)

IV etap - rozmowa z przedstawicielami zespo?u Zarz?dzania ryzykiem dla Instytucji Finansowych (online).

V etap - witamy na pok?adzie :)

O Deloitte

Deloitte to ró?norodno?? ludzi, do?wiadcze?, bran? i us?ug, w których je realizujemy - w 150 krajach na ?wiecie. To wyzwania intelektualne, dobry start zawodowy, mo?liwo?ci ci?g?ego rozwoju i zebrania cennych ?yciowych do?wiadcze?. Musisz zrobi? pierwszy krok - postawi? kropk? na ko?cu wysy?anego CV, a potem podpisywanej umowy o prac?. Deloitte to po prostu dobry wybór. I kropka.

O zespole

Jeste?my zespo?em specjalizuj?cym si? w realizacji projektów doradczych z obszaru zarz?dzania ryzykiem finansowym dla podmiotów sektora finansowego. Nasze kompetencje i zakres ?wiadczonych us?ug obejmuj? wszystkie typy ryzyka finansowego (w szczególno?ci ryzyko kredytowe, ryzyko operacyjne, ryzyko rynkowe, ryzyko p?ynno?ci, ryzyko modeli). Podejmujemy si? zada? maj?cych na celu wsparcie naszych klientów w ka?dym aspekcie dzia?alno?ci, który zwi?zany jest z zagadnieniami ryzyka (zgodnie z podej?ciem „All we do is about risk”), w tym m.in:

Identyfikacja i pomiar ryzyka
Modele ratingowe i scoringowe
Modelowanie parametrów ryzyka: PD, LGD, EAD
Szacowanie utraty warto?ci (Impairment)
Wycena portfeli kredytowych
Wycena instrumentów finansowych (w tym pochodnych)
Value at Risk (VaR)
Stress-testy
Ilo?ciowa i jako?ciowa analiza danych (np. stabilno?? depozytów)
Organizacja procesu zarz?dzania ryzykiem
Regulacje wewn?trzne (strategie, polityki, procedury, metodyki, instrukcje)
Raportowanie zarz?dcze i nadzorcze
Tworzenie i wdra?anie dedykowanych narz?dzi informatycznych Deloitte (np. w zakresie szacowania utraty warto?ci, kalkulacji wymogów kapita?owych)
Model danych
Specyfikacja funkcjonalna / biznesowa algorytmów kalkulacji i przetwarzania danych
Wspó?praca z zespo?em programistów Deloitte na etapie kodowania oprogramowania
Przypadki testowe i analiza wyników testów
Wsparcie w implementacji systemów zewn?trznych dostawców (np. Kamakura, MISYS, Algorithmics)
Mapowanie ?róde? danych
Parametryzacja
Testowanie poprawno?ci wdro?enia
Zapewnienie lub weryfikacja zgodno?ci z wymogami regulacyjnymi (np. Basel III, IFRS 9, MiFID II, EMIR).
";Software Developer, Intern;google.com
Technical Customer Support (L1);"At Synthflow, we’re building the easiest way for businesses to create AI-powered phone agents. It’s an exciting time at Synthflow: we’re early, fast-growing, and laser-focused on impact. Join us to do the best work of your career while helping businesses thrive.

About The Role

We’re seeking a proactive and motivated Technical Customer Support (L1) to join our team. In this role, you’ll play a key part in ensuring a seamless experience for our customers by managing our customer support tools, handling customer inquiries, and assisting with operational tasks. This internship is a unique opportunity to learn, grow, and potentially transition into a full-time role at Synthflow.

What You’ll Do

Master Zendesk: Handle 20-30+ new tickets per day in Zendesk, covering everything from billing issues to helping customers implement API requests. 
Customer Support Excellence: Respond to customer inquiries via Zendesk and email, providing thoughtful and timely resolutions. 
Operational Assistance: Handle tasks like processing refunds and supporting other operational needs as required. 
Continuous Learning: Stay on top of product updates and features to assist customers effectively. 
Customer Advocacy: Create bug reports and feature requests on behalf of customers, and advocate for their prioritization. 
Product Improvement: Test new features and functions before they are released to customers. 

What You Bring

Eagerness to Learn: Commitment to continuous learning and skill development, particularly in technical domains. 
Technical Mindset: Ability to distill complex technical concepts into clear, actionable solutions. 
Strong Communication Skills: Outstanding written communication skills, with ability to adapt tone and technical depth to audience. 
Proactive Attitude: Self-directed work style with strong independent decision-making capabilities. 
Customer Passion: Passion for customer support with drive to excel in fast-paced environments. 

Why Join Synthflow?

Full-Time Potential: Successful interns may be offered a full-time role, allowing you to grow with the company. 
Ownership: You’ll have real ownership over your work and see the impact of your contributions daily. 
Early-Stage Excitement: Be part of a small, agile team building something transformative. 
Cutting-Edge Tech: Work with innovative technology that’s reshaping how businesses interact with AI. 
Remote Flexibility: Work wherever you’re most productive—no commute, no limits.";Software Developer, Middle;google.com
Software Engineer;"??? ?? ????????
Submit one application to find contract software engineering roles at thousands of US companies on your own schedule! Engineers from Tesla, Coinbase, Google, Meta and Amazon use us to find high-paying contract jobs. 



We're seeking talented software engineers with 2+ years of experience to design and build scalable applications and solve interesting problems! 



Our network connects you directly with startups and large companies looking for engineers who can deliver high-quality code and only requires one fifteen minute interview. 



What You'll Do

Design and build high-quality, reusable, and maintainable code for clients and applications.
Engage in code reviews, sharing best practices and ensuring high standards of quality.
Develop scalable, secure, and performance-oriented applications and systems.
Partner with top US-based companies to deliver advanced AI-powered solutions
Use your technical knowledge to deliver well-documented and organized code on projects that push the boundaries of technology.


Must-Have Requirements

Bachelor's or Master's degree in Computer Science, Engineering, or equivalent experience.
2+ years of hands-on experience in software development (front-end, back-end, or full-stack).
Expertise in a core programming language (JavaScript, Python, Java, etc.) and understanding of modern software development practices.
Proven experience designing and developing scalable and secure applications with a focus on clean, modular architecture.
Outstanding communication skills in English, with the ability to convey complex ideas clearly and effectively.


Nice-to-Have Skills

Experience with QA practices, automated testing, and test planning.
Familiarity with additional frameworks and technologies such as TypeScript, Node.js, or React.
Ability to work with cross-functional teams in fast-paced environments.


What We Offer

Access to top clients and high-impact projects tailored to your skills and interests.
Flexible, remote work with the freedom to set your own schedule.
Competitive compensation aligned with global market rates.
Exposure to exciting projects that will keep your skills sharp and aligned with the latest advancements in technology.
A community of elite professionals, providing networking and growth opportunities.


Interview Process

A single technical interview with our virtual recruiter (15 minutes).


Join our network to unlock unparalleled opportunities that empower you to work with some of the most innovative companies in the US and take your career to the next level!";Software Developer, Middle;google.com
Python Developer;"??? ?? ????????
Title: Python Developer

Location: Warsaw, Poland (Onsite) 

Contract: 6 months contract 

Python developer
Experience with AWS - RDS / S3 / EC2
Experience with Terraform, GitLab, IaC
Experience with HA Proxy, Kong, Apache
Experience managing performance, availability and monitoring of production services
Knowledgeable about running business applications on Linux, networking
Strong attention to detail
Experience with administering Sonatype Nexus or JFrog Artifactory a strong plus";Software Developer, Middle;google.com
Junior Technical Support Engineer (Electrical Engineer);"??? ?? ????????
Job Title: M?odszy in?ynier wsparcia technicznego

Lokalizacja biura: Warszawa, Polska

Firma: OSW - Wiod?cy dystrybutor energii s?onecznej



O OSW:

OSW jest szybko rozwijaj?cym si? liderem w sektorze energii s?onecznej, dostarczaj?cym

wysokiej jako?ci produkty i rozwi?zania solarne w ca?ej Polsce i poza jej granicami. Jeste?my

pasjonatami czystej energii i d??ymy do zrównowa?onego wzrostu poprzez dostarczanie

najwy?szej jako?ci produktów solarnych firmom, instalatorom i konsumentom. Poszukujemy

entuzjastycznego i zorientowanego na wyniki Account Managera, który do??czy do naszego

polskiego zespo?u sprzeda?y.



Opis stanowiska:

Poszukujemy proaktywnego i zorientowanego na szczegó?y M?odszego In?yniera Wsparcia

Technicznego, który do??czy do naszego biura w Warszawie. Na tym stanowisku b?dziesz

odpowiedzialny za zapewnienie wyj?tkowego wsparcia przed- i posprzeda?owego,

zarz?dzanie zapytaniami technicznymi, koordynacj? z dostawcami oraz planowanie i

prowadzenie szkole? z zakresu wiedzy technicznej. Jest to dynamiczne stanowisko

wymagaj?ce doskona?ych umiej?tno?ci komunikacyjnych, wiedzy technicznej i umiej?tno?ci

rozwi?zywania problemów.



Kluczowe obowi?zki:



Wsparcie przed- i posprzeda?owe:

Zapewnianie klientom terminowego i skutecznego wsparcia technicznego.
Zajmowanie si? i rozwi?zywanie pyta? technicznych klientów.
Obs?uga klientów telefoniczna i mailowa, diagnozowanie i rozwi?zywanie problemów technicznych.
Komunikacja z dostawcami, aby dostarczali terminowe i dok?adne odpowiedzi na zapytania techniczne.


Szkolenie:

Wspó?praca z dostawcami w celu organizowania wewn?trznych sesji szkoleniowych.
Bycie na bie??co z aktualizacjami produktów dostawców
Prowadzenie szkole? technicznych dla pracowników, zapewniaj?c im wiedz? na temat funkcji produktu i rozwi?za?.
Dostarczanie anga?uj?cych materia?ów i sesji szkoleniowych.


Wymagania:

Licencjat z in?ynierii elektrycznej lub pokrewnej dziedziny.
Udokumentowane do?wiadczenie we wsparciu technicznym lub na podobnym stanowisku.
Silne umiej?tno?ci rozwi?zywania problemów i zdolno?? do skutecznego ustalania priorytetów zada?.
Doskona?e umiej?tno?ci komunikacyjne w j?zyku polskim i angielskim.
Znajomo?? zarz?dzania dostawcami i koordynacji szkole? jest dodatkowym atutem.
Do?wiadczenie w bran?y solarnej b?dzie dodatkowym atutem


Co oferujemy:

Konkurencyjne wynagrodzenie i pakiet ?wiadcze?.
Mo?liwo?ci rozwoju zawodowego.
Wspó?pracuj?ce i wspieraj?ce ?rodowisko pracy.";Software Developer, Middle;google.com
ML Engineer | Machine Learning | AI | Cloud ML Pipelines | Azure;"??? ?? ????????
#MachineLearning #AI #DataScience #WeAreHiring #Antdata


Antdata is looking for an ML Engineer! And we’d love to have someone join our team this April or May.



We are a data analytics company delivering advanced solutions that drive business success. We transform data into insights that lead to action. Our team also develops and deploys Machine Learning solutions that optimise decision-making, automate processes, and enhance business operations.



Do you enjoy building AI-driven applications, optimizing ML models, and working with cloud-based ML pipelines?

If so, we have a role where your work will contribute to advanced AI solutions that generate real business impact.





What You’ll Do
 ? Design, develop, and deploy end-to-end Machine Learning solutions for various industries.

 ? Conduct ML experiments to build and refine models that solve real-world business challenges.

 ? Preprocess, validate, and transform data to improve model performance and reliability.

 ? Deploy and operationalize ML models in cloud environments, implementing monitoring and CI/CD pipelines.

 ? Develop LLM-based applications (Chatbots, AI Agents) to enhance information retrieval from structured and unstructured data.

 ? Collaborate with data engineers, BI developers, data analysts, and business stakeholders to align ML solutions with project goals.

 ? Apply software engineering best practices, including modular coding, version control, CI/CD for ML, and documentation.

 ? Stay ahead of AI advancements and continuously explore emerging technologies to drive innovation.





What We’re Looking For
 ?? 1-2 years of hands-on experience in ML Engineering, Data Science, or AI Development.

 ?? Strong theoretical and practical ML knowledge, including supervised and unsupervised learning, regression, classification, clustering, and time series forecasting.

 ?? Familiarity with ML concepts such as tree-based models, gradient boosting, feature engineering, hyperparameter tuning, and model interpretability.

 ?? Proficiency in Python, SQL, and PySpark, along with frameworks like pandas, numpy, scikit-learn, scipy, and xgboost.

 ?? Experience with cloud platforms (preferably Azure) and Databricks for scalable ML workflows (experience with MS Fabric is a plus).

 ?? Understanding of LLM-based applications, including RAG, vector databases, embeddings, and frameworks like LangChain or LlamaIndex, with experience using an LLM API provider.

 ?? Solid foundation in probability, statistics, linear algebra, and Bayesian methods.

 ?? Data visualization skills using matplotlib, seaborn, and Power BI (or similar tools).





What You’ll Bring
 ? A problem-solving and analytical mindset – you enjoy building ML solutions that generate business impact.

 ? Passion for Machine Learning, AI, and Data Science.

 ? Interest in deploying scalable ML workflows and AI-driven applications.

 ? Bonus points for experience with MLOps, model monitoring, and governance using GitHub/Azure DevOps, Docker, and MLflow.





Why Join Us?
?? Long-term, stable employment.

??Opportunities to strengthen your skills, broaden your experience, and work in a learning-focused environment that supports continuous improvement.

?? Comprehensive benefits package.

?? Remote-first work environment with hybrid options available.

Ready to develop advanced ML solutions and work with AI-driven applications? If you meet the requirements, we encourage you to apply!





We value diversity and welcome candidates of all backgrounds to bring their unique perspectives to Antdata.





Data Protection Notice

By applying for this position, you consent to the processing of your personal data by Antdata Sp. z o.o. Sp. k. (LLC Limited Partnership), acting as the data controller, for recruitment purposes in accordance with the General Data Protection Regulation (GDPR). Your personal data will be processed solely for the purpose of the recruitment process and will not be shared with third parties without your explicit consent.


";AI, Middle;google.com
Python Developer;"??? ?? ????????
Strategic Staffing Solutions International customer is one of the world’s leading financial institutions, renowned for its expertise in investment banking, asset management, and securities services. Our client is seeking for a Python/DevOps Developer to join their dynamic team in Warsaw. This is an excellent opportunity for professionals who thrive in fast-paced, high-impact environments and are looking to contribute to a globally recognized organization.



Key Responsibilities:

Design, develop, and maintain infrastructure solutions using Python, AWS, and Terraform.
Manage and optimize cloud resources (AWS RDS, S3, EC2) to ensure performance and reliability.
Automate deployment and infrastructure provisioning using Infrastructure as Code (IaC).
Configure and maintain HA Proxy, Kong, and Apache for load balancing and API management.
Monitor and enhance system performance, availability, and security.
Work with GitLab CI/CD to streamline development and deployment workflows.
Ensure seamless application operations on Linux-based environments with strong networking knowledge.
Administer Sonatype Nexus or JFrog Artifactory (a strong plus).


Requirements:

Strong Python development experience.
Hands-on experience with AWS (RDS, S3, EC2).
Knowledge of Terraform, GitLab, and IaC best practices.
Familiarity with HA Proxy, Kong, and Apache.
Experience managing production services with a focus on performance and availability.
Strong Linux and networking skills.
Detail-oriented and capable of troubleshooting complex system issues.
Experience with artifact repositories (Sonatype Nexus, JFrog Artifactory) is a plus";Software Developer, Middle;google.com
